,accountid,key,quantity
9536,6692141,iris1p,1
9537,6692141,tapchidanhthupaolomaldinip,3
9538,6692141,youcamefromthestars1p,1
9539,6692393,6flingdragons1p,1
9540,6692393,LYS002171878,1
9541,6692393,LYS003683324,1
9542,6692393,LYS005228795,1
9543,6692393,LYS005271648,1
9544,6692393,ghetthiyeuthoitap18p,1
9545,6692401,LYS002171883,1
9546,6692802,LYS002161371,1
9547,6692803,LYS002171878,4
9548,6693031,xucxacluclacnucuoithienthanp,1
9549,6693060,LYS002171878,1
9550,6693067,LYS002171878,1
9551,6693177,LYS002171883,1
9552,6693192,LYS002171878,3
9553,6693192,LYS002171883,1
9554,6693192,LYS003482908,1
9555,6693192,LYS005228795,2
9556,6693199,DP19_CauchuyenvePenaltyp,1
9557,6693199,vucthamvohinhtap26p,1
9558,6693209,rupictinhyeutap5p,1
9559,6693231,LYS002161371,23
9560,6693231,LYS002171878,9
9561,6693231,LYS002171883,6
9562,6693231,LYS005334085,1
9563,6693231,ballbasicso8p,1
9564,6693495-TV1,closertombeercover4km,1
9565,6693495-TV1,lookwhatyoumademedo_4km,1
9566,6693495-TV1,lucasemily17m,2
9567,6693495-TV1,madeaswitnessprotectionm,1
9568,6693495-TV1,sugar_dancecover4km,2
9569,6693495-TV1,transformer_thelastknight_4km,1
9570,6693620,LYS002161371,2
9571,6693620,LYS002171878,1
9572,6693620,racroicuawagsp,1
9573,6693620,tapchiclbvidaibenfica_1p,1
9574,6693620,tapchiderbyschalke04vsdortmundp,1
9575,6693755,LYS002161371,1
9576,6693755,LYS002171878,1
9577,6693755,LYS005228795,1
9578,6693755,LYS005294306,1
9579,6693755,LYS005334085,1
9580,6693758,chienthuatdanhdonphan3m,2
9581,6693758,chienthuatdanhdonphan5m,1
9582,6693758,tuduychienthuatphan2m,1
9583,6693771-TV1,anhdaquenvoicodon4km,2
9584,6693771-TV1,basejumping4km,2
9585,6693771-TV1,nhaycungbibinucuoituoithom,1
9586,6693771-TV1,sanfrancisco4km,1
9587,6693771-TV1,thachthucdanhhaimua3tap4m,1
9588,6693771-TV1,thachthucdanhhaimua3tap5m,1
9589,6693771-TV1,thor3ragnaroktrailer24km,1
9590,6693771-TV1,vietnam4km,3
9591,6693771-TV1,wonderwomantrailer4km,1
9592,6693780,ThoiDaiHoangKimP3_1p,1
9593,6693890,phantichtraudaugiuahanoifcvalonganp,1
9594,6694121,LYS002171878,1
9595,6694218,DP14_SuxautinhvatieuxaocuacacVDVTTp,1
9596,6694218,DP17_Lenhcamvathoiquencuacaccauthup,1
9597,6694218,LYS011106708,1
9598,6694218,tapchidanhthuandresiniestap,1
9599,6694260,LYS002171878,1
9600,6694265,toamgioluatap16p,1
9601,6694282,LYS002161371,1
9602,6694766,DP24_Nhungbonghongphiasaucactayvotp,1
9603,6694766,LYS005228795,2
9604,6694766,LYS005271648,1
9605,6694786,ThoiDaiHoangKimP4_1p,1
9606,6694880,LYS002171878,1
9607,6695103,LYS012581891,1
9608,6695103,LYS012581935,1
9609,6695540,Chao2017p,1
9610,6695540,PhieuLuuCungCoMayThoiGian3p,1
9611,6695540,Selldon34p,2
9612,6695878,BoBaTinhNghich10p,2
9613,6695878,BoBaTinhNghich17p,2
9614,6695878,BoBaTinhNghich18p,1
9615,6695878,BoBaTinhNghich25p,1
9616,6695878,BoBaTinhNghich7p,2
9617,6695878,LYS003582539,1
9618,6695878,LYS011972358,1
9619,6695878,LYS012173631,2
9620,6695878,LYS012312464,5
9621,6695878,LYS012806354,1
9622,6695878,Looped25p,1
9623,6695878,Looped26p,2
9624,6695878,PhieuLuuCungCoMayThoiGian10p,1
9625,6695878,PhieuLuuCungCoMayThoiGian24p,1
9626,6695878,Selldon48p,1
9627,6695878,binhcodatgiap,1
9628,6695878,danongsau5pm39p,1
9629,6695878,danongsau5pm40p,2
9630,6695878,daukiemp,1
9631,6695878,duluontaimucangchaip,1
9632,6695878,fanhammocuongnhietp,1
9633,6695878,flyboardp,1
9634,6695878,lanbienp,1
9635,6695878,mininijas10p,2
9636,6695878,mininijas11p,1
9637,6695878,mininijas12p,2
9638,6695878,mininijas13p,1
9639,6695878,mininijas14p,1
9640,6695878,mininijas15p,1
9641,6695878,mininijas16p,3
9642,6695878,mininijas17p,1
9643,6695878,mininijas18p,1
9644,6695878,mininijas20p,2
9645,6695878,mininijas21p,1
9646,6695878,mininijas23p,2
9647,6695878,mininijas24p,1
9648,6695878,mininijas25p,1
9649,6695878,mininijas26p,2
9650,6695878,mininijas2p,3
9651,6695878,mininijas5p,1
9652,6695878,mininijas6p,3
9653,6695878,mininijas9p,2
9654,6695878,motmatmuoingo_2p,2
9655,6695878,nebietgichuatap1p,1
9656,6695878,nebietgichuatap2p,2
9657,6695878,nebietgichuatap3p,1
9658,6695878,nebietgichuatap4p,1
9659,6695878,nebietgichuatap5p,1
9660,6695878,nebietgichuatap6p,1
9661,6695878,nebietgichuatap7p,2
9662,6695878,nebietgichuatap8p,1
9663,6695878,nebietgichuatap9p,2
9664,6695878,rastamouse22p,1
9665,6695878,sunghoip,1
9666,6695878,xedapdodeop,2
9667,6695878,xucxacluclacnucuoip,1
9668,6695959,LYS002161371,1
9669,6696044,LYS002171878,1
9670,6696044,LYS005334085,1
9671,6696053,nguochieunuocmattap15p,1
9672,6696109,LYS003482908,1
9673,6696114,LYS002171878,1
9674,6696137,LYS002171878,2
9675,6696143,LYS003683324,1
9676,6696143,dayleohanhphuctap32p,1
9677,6696291,LYS012700677,1
9678,6696321,LYS003482908,1
9679,6696347,LYS002171878,1
9680,6696347,nhungnghivantaieuro2016p,1
9681,6696392,LYS002171878,1
9682,6696559,ghetthiyeuthoitap16m,1
9683,6696559,ghetthiyeuthoitap20m,1
9684,6696559,intoyou_dancecover4km,1
9685,6696559,shapeofyou_4km,1
9686,6696559,shotgunlovem,2
9687,6696559,streetfoodhanoi4km,1
9688,6696559,threeamtmm,1
9689,6696563,LYS010957944,1
9690,6696645,360crossover_lep,1
9691,6696645,LYS002171878,1
9692,6696645,LYS003482908,4
9693,6696645,LYS005228795,3
9694,6696645,huongvivietso22p,1
9695,6696645,lamdepso10p,1
9696,6696645,phandanbatap32p,1
9697,6696645,thequeenofthesouth1p,1
9698,6696693,LYS002171878,3
9699,6696693,LYS003482908,1
9700,6696693,thequeenofthesouth1p,3
9701,6696821,LYS002171878,1
9702,6696821,LYS003482908,1
9703,6696821,LYS005228795,1
9704,6696824,360crossoverp,1
9705,6696824,LYS003482908,1
9706,6696824,casitoctienp,1
9707,6696824,hlvlethuyhaip,1
9708,6696824,phantichchienthuatcuaflcthanhhoap,1
9709,6697065,wintersonata1p,1
9710,6697095,LYS002161371,3
9711,6697095,LYS002171878,1
9712,6697095,phantichchienthuatcuaflcthanhhoap,1
9713,6697300,LYS002171878,1
9714,6697416,phantichtamanhhuongcuamerlovoidanangp,1
9715,6697639,LYS002171878,3
9716,6697768,LYS002171878,1
9717,6697801,drdimensionpants25p,1
9718,6697804,LYS011256330,1
9719,6697804,LYS011825128,1
9720,6697821,LYS002161371,2
9721,6697821,LYS002171878,5
9722,6697821,LYS002171883,3
9723,6697821,LYS005334085,1
9724,6697849,SuQuyenRuChetNguoi1p,1
9725,6697849,ThoiDaiHoangKimP4_1p,1
9726,6698209,LYS008644232,1
9727,6698393,LYS002171878,1
9728,6698583,LYS008644232,2
9729,6698660,incredibledogchallenge4km,1
9730,6698660,justiceleaguetrailer34km,1
9731,6698660,mininijas1m,1
9732,6698660,tapchiclbvidaibenfica_1m,1
9733,6698660,tapchidoituyenvidaiphap1998_1m,1
9734,6698660,welcometonewyork4km,1
9735,6698894,lamdepso1p,1
9736,6699224,nguoiyeulytuongp,3
9737,6699416,adgeniusleetaebaek15p,1
9738,6699416,adgeniusleetaebaek16p,1
9739,6699416,adgeniusleetaebaek1p,3
9740,6699416,adgeniusleetaebaek6p,1
9741,6699416,babyfacedbeauty1p,18
9742,6699416,divorcelawyerisinlove1p,4
9743,6699416,loverain1p,1
9744,6699416,loverain2p,3
9745,6699416,loverain4p,1
9746,6699416,loverain5p,1
9747,6699416,marryhimifyoudare1p,1
9748,6699416,school20131p,5
9749,6699465,LYS003482908,1
9750,6699465,LYS008644232,1
9751,6699842,360crossoverp,1
9752,6699842,LYS003582539,1
9753,6699842,LYS003683324,1
9754,6699842,SuQuyenRuChetNguoi1p,1
9755,6699842,casibichphuongp,1
9756,6699842,casitronghieup,1
9757,6699842,emyeuanhp,1
9758,6699842,gioithieuonfuturep,1
9759,6699842,sieusaotainangnhi1_2p,1
9760,6699842,tainanthutayp,1
9761,6699842,tapchidanhthucristianoronaldop,1
9762,6699846,LYS013640846,2
9763,6699846,baliindonesia4km,1
9764,6699846,casibichphuongm,1
9765,6699846,gioithieuonfuturem,1
9766,6699846,greatwallchina4km,1
9767,6699846,highlightstuntgp4km,1
9768,6699846,matnangoisaomua1tap10m,1
9769,6699846,readyforit_4km,1
9770,6699846,sanfrancisco4km,2
9771,6699846,streetfoodhanoi4km,1
9772,6699846,timthaygiaie_1m,1
9773,6699846,trikeblokart4km,1
9774,6699846,wtac4km,1
9775,6699846,xucxacluclacnhayhiendaim,1
9776,6699882,tap137khixuatabep,1
9777,6699907,LYS002171878,1
9778,6699907,LYS005334085,1
9779,6699907,hotgirlcafe25p,1
9780,6700054-TV1,KingsmanTheSecretServicem,3
9781,6700054-TV1,LYS005068332,1
9782,6700054-TV1,Tiestosevenn_dancecover4km,2
9783,6700054-TV1,changtraicuaem_tap3_4km,1
9784,6700054-TV1,codaudaichienm,1
9785,6700054-TV1,despacitopiano4km,1
9786,6700054-TV1,hardwelllive4km,4
9787,6700054-TV1,imaginethatm,1
9788,6700054-TV1,kheplaithaivietm,1
9789,6700054-TV1,nhungchuchocuuho49m,3
9790,6700054-TV1,onemoretime4km,1
9791,6700054-TV1,phamthikimhuem,1
9792,6700054-TV1,shapeofyou_4km,1
9793,6700054-TV1,shapeofyoucover4km,1
9794,6700054-TV1,streetfoodhanoi4km,1
9795,6700054-TV1,thisisfootball4km,1
9796,6700054-TV1,thor3ragnaroktrailer24km,1
9797,6700054-TV1,towbellmenthree_4km,1
9798,6700054-TV1,transformer_thelastknight_4km,5
9799,6700054-TV1,uplakhoaim,1
9800,6700054-TV1,vietnam4km,1
9801,6700308,LYS008644232,2
9802,6700831,LYS002171878,6
9803,6700831,LYS002171883,1
9804,6700840,rastamouse211p,2
9805,6700853,LYS002171878,1
9806,6700869,giaphaitratap35p,1
9807,6700869,nhungngarevaodoitap31p,2
9808,6700993,tapchidanhthucristianoronaldop,1
9809,6701077,LYS002171878,1
9810,6701087,tapchidanhthuzicop,1
9811,6701326,TCDTVDtaybannha200820102012_lep,1
9812,6701326,aikidop,1
9813,6701326,iris1p,1
9814,6701635,tapchiclbvidaiarsenal_1p,1
9815,6701900,bachngocduong1p,1
9816,6701900,giacmothethaohoangthevinhp,1
9817,6701900,thuthachduongphoso50p,1
9818,6701902,phantichtrandaugiuahaglflcthanhhoap,1
9819,6702043,LYS002161371,1
9820,6702043,LYS002171878,2
9821,6702043,LYS005294306,1
9822,6702175,LYS011996811,1
9823,6702175,ghetthiyeuthoitap14p,2
9824,6702175,ghetthiyeuthoitap15p,1
9825,6702175,ghetthiyeuthoitap16p,2
9826,6702175,ghetthiyeuthoitap17p,2
9827,6702175,ghetthiyeuthoitap18p,1
9828,6702175,ghetthiyeuthoitap20p,1
9829,6702175,ghetthiyeuthoitap22p,1
9830,6702175,ghetthiyeuthoitap4p,1
9831,6702175,ghetthiyeuthoitap5p,1
9832,6702175,ghetthiyeuthoitap6p,5
9833,6702184,PhieuLuuCungCoMayThoiGian20p,1
9834,6702184,Selldon48p,1
9835,6702184,SuQuyenRuChetNguoi1p,1
9836,6702184,baanhemnhathop,1
9837,6702184,xucxacluclaccaibongp,1
9838,6702184,xucxacluclacmuavongp,1
9839,6702193,LYS002171878,3
9840,6702193,LYS002171883,1
9841,6702193,LYS008644232,1
9842,6702280,LYS002171878,2
9843,6702280,LYS002171883,1
9844,6702280,mrscop1p,1
9845,6702289,huyenthoaieplsolcampbellp,1
9846,6702521,LYS002161371,3
9847,6702521,LYS002171883,3
9848,6702693,LYS008644232,1
9849,6702754,LYS002161371,2
9850,6702754,LYS002171878,3
9851,6702754,LYS012671498,1
9852,6702777,LYS003482908,1
9853,6702777,yongpal1p,1
9854,6702864,LYS002171878,5
9855,6702885,phantichtrandaugiuahaglflcthanhhoap,1
9856,6703113,LYS002171878,1
9857,6703113,LYS003482908,1
9858,6703185,LYS003482908,1
9859,6703185,LYS005228795,2
9860,6703348,tapchiclbvidaiarsenal_1p,1
9861,6703348,tapchidanhthudiegomaradonap,1
9862,6703443,aovongtap19p,1
9863,6703443,todongvuongvantap1p,1
9864,6703448,DP16_Nhungdieuthuvivetuongcaccauthup,1
9865,6703448,DP21_Chiatayp,1
9866,6703448,DP23_Anvap,1
9867,6703448,DP28_CauchuyenRooneytrolaiEvertonp,1
9868,6703448,DP29_Nghetaytraicuacaccauthup,1
9869,6703448,TCdvliverpoolvsmanchesterunitedp,1
9870,6703448,lucasemily1p,1
9871,6703448,mininijas11p,1
9872,6703448,mininijas14p,2
9873,6703448,mininijas4p,1
9874,6703448,tapchidanhthupeterschmeichelp,1
9875,6703448,tapchidoituyenvidaiphap1998_1_lep,1
9876,6703448,vuidentruong_1p,1
9877,6703516,LYS003482908,1
9878,6703657,phantichtrandaugiuahaglflcthanhhoap,1
9879,6703657,phantichtrandaugiuavietnamafghanistanp,1
9880,6704131,LYS008644232,1
9881,6704131,TamCaSieuDang22p,1
9882,6704745,LYS002171878,1
9883,6704745,LYS002171883,1
9884,6704874,SuQuyenRuChetNguoi1p,3
9885,6704874,SuQuyenRuChetNguoi3p,4
9886,6704874,SuQuyenRuChetNguoi5p,5
9887,6704874,SuQuyenRuChetNguoi6p,1
9888,6704954,vdvcaulongtranmaianhp,1
9889,6704960,LYS002161371,2
9890,6704980,LYS002161371,7
9891,6704980,LYS002171883,1
9892,6705004,nhaycungbibipheplahangngayp,1
9893,6705018,ghetthiyeuthoitap18p,1
9894,6705236,giaobongslidep,1
9895,6705236,xoayhongvaxoayvaip,1
9896,6706268-TV1,tapchidanhthuzicom,1
9897,6706268-TV1,thor3ragnaroktrailer24km,1
9898,6706583,LYS003482908,1
9899,6706583,LYS012454154,2
9900,6706583,binhcodatgiap,1
9901,6706583,danhdon_1p,1
9902,6706583,shbdanangchuanbichovleaguep,1
9903,6706583,tapchiderbyschalke04vsdortmundp,2
9904,6706583,traitaybongcaop,1
9905,6706634,aovongtap5p,3
9906,6706634,thuthachduongphoso29p,2
9907,6706634,wildromance1p,1
9908,6706635,LYS002171883,1
9909,6706635,LYS011945931,2
9910,6706635,LYS011946127,2
9911,6706635,LYS012182906,2
9912,6706635,LYS012454686,1
9913,6706635,LYS012673138,1
9914,6706986,LYS013572485,1
9915,6706986,LYS013796810,1
9916,6706986,LYS013976188,1
9917,6706986,LYS014025532,1
9918,6706986,LYS014139357,1
9919,6706986,LYS014142593,2
9920,6706986,LYS014242177,1
9921,6706986,aovongtap32p,1
9922,6707141,doidoitap37p,1
9923,6707327,LYS002161371,1
9924,6707327,LYS005334085,1
9925,6707369,ThoiDaiHoangKimP4_1p,1
9926,6707369,cungsaokhampha_1p,1
9927,6707369,danongsau5pm38p,1
9928,6707369,hotface28p,1
9929,6707369,hotgirlcafe32p,1
9930,6707456,tapchiclbvidaibenfica_1p,1
9931,6707475,LYS011812670,1
9932,6707475,aweekofromance1p,1
9933,6707475,comebackmister1p,1
9934,6707475,thefamilyiscoming1p,1
9935,6707475,tinhieutap45p,1
9936,6707475,vucthamvohinhtap23p,1
9937,6707475,vucthamvohinhtap24p,1
9938,6707558,LYS002161371,2
9939,6707558,LYS002171883,1
9940,6707625,LYS002161371,1
9941,6707625,LYS002171878,4
9942,6707625,LYS005294306,1
9943,6707963,bietthupenseetap3p,1
9944,6707963,cachcamvotcobanp,2
9945,6708021,LYS002161371,1
9946,6708021,PhieuLuuCungCoMayThoiGian15p,3
9947,6708021,Selldon46p,1
9948,6708021,Selldon47p,1
9949,6708021,rastamouse25p,2
9950,6708021,rastamouse26p,1
9951,6708048,LYS003482908,1
9952,6708063,LYS002171878,6
9953,6708169,ghetthiyeuthoitap19p,1
9954,6708169,sieusaotainangnhi1_2p,1
9955,6708169,tapchidanhthupeterschmeichelp,1
9956,6708238,autumninmyheart1p,1
9957,6708238,hearditthroughthegrapevine1p,1
9958,6708238,hotface28p,1
9959,6708238,mrscop1p,1
9960,6708238,nguochieunuocmattap9p,1
9961,6708238,nusinhtrunghoctap11p,1
9962,6708238,phandanbatap21p,1
9963,6708238,phandanbatap39p,1
9964,6708238,tapchiclbvidaibenfica_1p,1
9965,6708238,thanhvanchitap74p,1
9966,6708238,thebladeandpetal1p,1
9967,6708238,thequeenofthesouth1p,1
9968,6708238,tinhieutap32p,1
9969,6708238,tinhieutap45p,1
9970,6708238,vucthamvohinh3p,1
9971,6708238,vucthamvohinh9p,1
9972,6708238,yongpal1p,1
9973,6708275,LYS003683324,1
9974,6708329,LYS002171883,2
9975,6708351,LYS005228795,1
9976,6708758,DP19_CauchuyenvePenaltyp,1
9977,6708758,DP23_Anvap,2
9978,6708758,LYS005228795,1
9979,6709032,LYS002171883,1
9980,6709062,DP18_Cauthuthamgiacacuocbongdap,1
9981,6709062,LYS002161371,1
9982,6709062,LYS003482908,1
9983,6709062,LYS005228795,1
9984,6709062,bongroimephonuocp,1
9985,6709062,tapchidanhthucristianoronaldop,1
9986,6709492,giadinhsongcamua1tap14p,1
9987,6709519,tapchidanhthupeterschmeichelp,1
9988,6709519,tapchiderbyasromavslaziop,1
9989,6709550,LYS008644232,2
9990,6709602,LYS002161371,1
9991,6709602,LYS002171878,1
9992,6709733,LYS003482908,1
9993,6709733,LYS003683324,1
9994,6709733,LYS005228795,1
9995,6709733,LYS012709790,1
9996,6709733,giacmovietnamp,1
9997,6709733,khoevadepJumpRopep,1
9998,6709733,kickboxing3cachnedoncobanp,1
9999,6709733,tinhbotnghep,1
10000,6709802,PhieuLuuCungCoMayThoiGian25p,1
10001,6709920,LYS002171878,1
10002,6709920,LYS003482908,5
10003,6709920,LYS005228795,1
10004,6710076,LYS002171878,1
10005,6710083,LYS002171878,4
10006,6710085,ihavealover1p,1
10007,6710085,mrscop1p,2
10008,6710096,LYS002161371,2
10009,6710096,LYS002171878,7
10010,6710108,LYS002171878,1
10011,6710108,LYS003683324,1
10012,6710108,bietthupenseetap32p,1
10013,6710485,phantichtrandaugiuahaglflcthanhhoap,1
10014,6711183,LYS011345915,2
10015,6711183,golfingworld2p,1
10016,6711428,tapchidanhthumarcovanbastenp,1
10017,6711454,LYS002171878,1
10018,6711454,LYS005228795,4
10019,6711454,tapchidanhthucristianoronaldop,1
10020,6711454,tapchidoituyenvidaibrazil19581962p,1
10021,6711466,LYS002161371,3
10022,6711503,LYS002171883,2
10023,6711503,LYS003482908,1
10024,6711578,LYS002171878,2
10025,6711649,LYS003482908,1
10026,6711742,LYS008644232,1
10027,6711840,LYS003482908,1
10028,6711840,LYS005271648,1
10029,6711892,giacmovietnamp,1
10030,6711892,hlvnguyenmanhhungp,1
10031,6711892,nguyenthianhvienp,1
10032,6711892,phamthikimhuep,1
10033,6711892,tapchiclbvidaibenfica_1p,1
10034,6711892,tapchidoituyenvidaibrazil19581962p,1
10035,6712206,12congiapp,1
10036,6712206,bietthupenseetap24p,1
10037,6712206,todongvuongvantap20p,1
10038,6712457,LYS002171883,1
10039,6712552,LYS002161371,1
10040,6712552,LYS002171878,2
10041,6712552,LYS002171883,2
10042,6712552,LYS005294306,1
10043,6712742,LYS002161371,1
10044,6713004,nguoiyeulytuongp,1
10045,6713076,6flingdragons1p,1
10046,6713182,LYS012354070,1
10047,6713227,LYS002161371,2
10048,6713227,LYS002171878,1
10049,6713227,thachthucdanhhaimua3tap5p,1
10050,6713319,NhungNguoiBanThongThaiP165p,1
10051,6713319,chuottromtrungp,1
10052,6713361,LYS002161371,2
10053,6713361,LYS002171878,15
10054,6713382,LYS002171878,4
10055,6713382,LYS002171883,1
10056,6713397,LYS002171883,2
10057,6713598,LYS002161371,6
10058,6713704,thanhvanchitap23p,1
10059,6713828,LYS003482908,2
10060,6713828,LYS008644232,1
10061,6713828,ballbasicso5p,1
10062,6713828,overtimeso8p,1
10063,6713987,danongsau5pm37p,1
10064,6713987,danongsau5pm38p,2
10065,6714166,danongsau5pm39p,2
10066,6714223,LYS002171878,1
10067,6714223,LYS008644232,1
10068,6714256,SuQuyenRuChetNguoi1p,1
10069,6714307,DP23_Anvap,1
10070,6714307,DP24_Nhungbonghongphiasaucactayvotp,1
10071,6714307,gapnhaucuoinam2017p,1
10072,6714369,LYS002161371,2
10073,6714369,LYS002171878,6
10074,6714369,LYS002171883,1
10075,6714448,LYS002171878,3
10076,6714448,LYS003482908,3
10077,6714448,LYS005228795,1
10078,6714448,LYS005334085,1
10079,6714448,thanhvanchitap74p,1
10080,6714558,tapchidanhthumanegarrinchap,1
10081,6715207,LYS002161371,1
10082,6715207,LYS003482908,1
10083,6715207,mrscop1p,1
10084,6715207,tapchidoituyenvidaibrazil1982_1p,1
10085,6715232,LYS003683324,1
10086,6715232,LYS011433342,1
10087,6715385,LYS008644232,1
10088,6715951,thuthachduongphoso73p,1
10089,6716009,PhieuLuuCungCoMayThoiGian7p,1
10090,6716031,LYS002161371,1
10091,6716031,LYS002171883,1
10092,6716344,LYS003482908,1
10093,6716478,ThoiDaiHoangKimP3_1m,1
10094,6716478,baliindonesia4km,1
10095,6716478,frightnightm,2
10096,6716478,invincibleshaolinm,1
10097,6716478,justiceleaguetrailer34km,1
10098,6716478,mrscop1m,1
10099,6716478,nyiragongovolcano4km,1
10100,6716744,phandanbatap40p,2
10101,6716805,LYS003482908,2
10102,6716805,ghetthiyeuthoitap4p,3
10103,6716805,ghetthiyeuthoitap5p,2
10104,6716805,nguochieunuocmattap13p,2
10105,6716805,nguochieunuocmattap15p,1
10106,6716805,sancochunhatso2p,1
10107,6716893,sieusaotainangnhi2p,1
10108,6717105,LYS011890871,2
10109,6717177,mrscop1p,2
10110,6717177,ohlalacouple1p,1
10111,6717407,DP23_Anvap,3
10112,6717407,LYS002171878,4
10113,6717407,LYS005228795,1
10114,6717515,LYS002161371,1
10115,6717529,LYS002161371,2
10116,6717529,LYS002171878,1
10117,6717529,LYS002171883,2
10118,6717529,LYS005334085,1
10119,6717535,LYS002161371,1
10120,6717535,LYS003683324,2
10121,6717535,LYS005228795,1
10122,6717535,LYS012531465,1
10123,6717535,fc88vsfcphuonganh_1p,1
10124,6717604,sieusaotainangnhi20_lep,1
10125,6717606,Selldon32p,1
10126,6717606,thanhvanchitap74p,1
10127,6717692,LYS012913616,1
10128,6717692,SuQuyenRuChetNguoi1p,1
10129,6717731,LYS002161371,5
10130,6717731,LYS002171878,3
10131,6717731,LYS002171883,1
10132,6717731,LYS005334085,7
10133,6717731,lamdepso1p,1
10134,6718047,LYS008644232,1
10135,6718047,phienbanhoanhaotap4p,1
10136,6718694,LYS003482908,1
10137,6718701,LYS002161371,1
10138,6718701,LYS002171878,1
10139,6718701,LYS002171883,2
10140,6718701,bainhay20phutchoeovahongp,1
10141,6718701,shapeofyoucover4kp,1
10142,6718730,mrscop1p,1
10143,6718777,annaandthekingp,1
10144,6718777,doidoitap37p,1
10145,6718777,doomsdayp,1
10146,6718777,invincibleshaolinp,1
10147,6718777,lifeisbeatifulp,1
10148,6718777,phobia2p,1
10149,6718777,shotgunlovep,2
10150,6718777,wheninromep,1
10151,6718865,ghetthiyeuthoitap19p,1
10152,6718865,mininijas2p,1
10153,6718865,sieusaotainangnhi1_2p,1
10154,6718904,LYS002171878,1
10155,6718936,LYS002161371,1
10156,6718957,LYS003482908,2
10157,6718958,LYS002171878,1
10158,6718999,celebritieslivinginmyhouse21p,1
10159,6718999,toamgioluatap33p,1
10160,6719516,danongsau5pm40p,1
10161,6719516,lamdepso9_lep,1
10162,6719516,nhungduongcongnongbongp,1
10163,6719917-TV1,LYS005056949,1
10164,6719917-TV1,Tiestosevenn_dancecover4km,1
10165,6719917-TV1,aquayoga4tuthechienbinhm,1
10166,6719917-TV1,cacclbcotenkylam,1
10167,6719917-TV1,danhmatgiacmophalem,1
10168,6719917-TV1,emvanchonhuym,1
10169,6719917-TV1,hulkvsbusterclip4km,1
10170,6719917-TV1,lamdepvoihatchiam,1
10171,6719917-TV1,nyiragongovolcano4km,1
10172,6719917-TV1,shotgunlovem,1
10173,6719920-TV1,captainvswsoldierclip4km,1
10174,6719920-TV1,coemcho4km,1
10175,6719920-TV1,justiceleaguetrailer34km,1
10176,6719920-TV1,mercuryrisingm,2
10177,6719920-TV1,nhaycungbibionggianoelm,2
10178,6719920-TV1,qpootle51m,1
10179,6719920-TV1,xucxacluclacnucuoithienthanm,1
10180,6719943-TV1,KingsmanTheSecretServicem,1
10181,6719943-TV1,LYS005053027,1
10182,6719943-TV1,baliindonesia4km,1
10183,6719943-TV1,canocristales4km,1
10184,6719943-TV1,chilein4km,1
10185,6719943-TV1,doomsdaym,1
10186,6719943-TV1,duongmayquaxutuyetm,1
10187,6719943-TV1,gioithieuonfuturem,1
10188,6719943-TV1,greatwallchina4km,1
10189,6719943-TV1,hohrainforest4km,1
10190,6719943-TV1,intothewildm,1
10191,6719943-TV1,maasaimara4km,1
10192,6719943-TV1,onthewrongtrackm,1
10193,6719943-TV1,sanfrancisco4km,1
10194,6719943-TV1,streetfoodhongkong4km,1
10195,6719943-TV1,welcometonewyork4km,1
10196,6719943-TV1,worldparadises4km,1
10197,6719943-TV1,yellowstonenationalpark4km,1
10198,6719959-TV1,cinematicgamestarwarsm,1
10199,6719997,LYS005068311,1
10200,6719997,exodusgodsandkingsm,1
10201,6719997,howtotrainyourdragon2m,1
10202,6719997,piratesofthecaribbeandeadmentellnotm,1
10203,6719997,sieusaotainangnhi2m,1
10204,6719997,teenagemutantninjaturtlesm,1
10205,6719997,tmntm,6
10206,6720308,LYS008644232,1
10207,6720347,LYS013217993,1
10208,6720347,cachlvvanhungthoiquenchagiongaip,1
10209,6720429,LYS002171878,1
10210,6720429,LYS003683324,1
10211,6720429,ghetthiyeuthoitap4p,1
10212,6720457,LYS005228795,3
10213,6720460,LYS002161371,1
10214,6720460,LYS002171878,4
10215,6720460,LYS002171883,1
10216,6720460,LYS005334085,1
10217,6720460,LYS008644232,1
10218,6720460,LYS012671402,1
10219,6720460,LYS012671406,1
10220,6720460,tapchidoituyenvidaibrazil19581962p,1
10221,6720476,LYS002161371,1
10222,6720661,iris1p,1
10223,6720749,LYS005228795,1
10224,6721361-TV1,basejumping4km,1
10225,6721361-TV1,hulkvsbusterclip4km,1
10226,6721361-TV1,justicemyfootm,1
10227,6721361-TV1,motmatmuoingo_2m,1
10228,6721361-TV1,thor3ragnaroktrailer24km,2
10229,6721548,vucthamvohinhtap21p,1
10230,6721715,LYS002161371,1
10231,6721716,thequeenofthesouth1p,1
10232,6721772,LYS002171878,2
10233,6721772,LYS003482908,3
10234,6721772,LYS003683324,1
10235,6721772,LYS005228795,2
10236,6721772,LYS005294306,1
10237,6721913,LYS002171878,1
10238,6722420,LYS011649705,1
10239,6722420,NhungDuaTreTinhNghich23p,1
10240,6722420,mininijas12p,1
10241,6722420,vucthamvohinhtap28p,1
10242,6722646,Samsara_4km,1
10243,6722646,changtraicuaem_tap3_4km,1
10244,6722646,despacito_dancecover4km,2
10245,6722646,freestylecyclingkrisskyle4km,1
10246,6722646,towbellmenthree_4km,1
10247,6722995,LYS002171878,2
10248,6722995,LYS002171883,2
10249,6722995,LYS003683324,3
10250,6722995,LYS005228795,3
10251,6722995,LYS005334085,1
